Student,HS_GPA,Unit_Enrolled,Seminar_Attended,Dropped_out,Age,Gender,Registered_Status,Commuter_Student,Seminar_D,Dropped_Out_Dummy,Gender_Dummy,Registration_Status_Dummy,Commuter_Dummy
387,2.54,12,Yes,No,19,Male,Full-time,No,1,0,1,1,0
388,2.65,7,No,No,18,Female,Part-time,No,0,0,0,0,0
389,3.38,13,No,No,19,Male,Full-time,No,0,0,1,1,0
390,3.16,11,Yes,No,18,Female,Full-time,No,1,0,0,1,0
391,2.77,14,Yes,Yes,18,Male,Full-time,No,1,1,1,1,0
392,3.01,15,No,No,18,Male,Full-time,Yes,0,0,1,1,1
393,3.04,10,No,No,18,Male,Full-time,Yes,0,0,1,1,1
394,2.72,12,No,Yes,18,Female,Full-time,No,0,1,0,1,0
395,3.48,10,No,No,20,Male,Full-time,No,0,0,1,1,0
396,2.6,12,No,No,20,Female,Full-time,No,0,0,0,1,0
397,3.32,13,No,No,19,Male,Full-time,No,0,0,1,1,0
398,2.19,6,Yes,No,18,Male,Part-time,Yes,1,0,1,0,1
399,2.26,10,No,No,25,Female,Part-time,No,0,0,0,0,0
400,2.98,16,Yes,No,19,Female,Part-time,Yes,1,0,0,0,1
401,2.06,8,Yes,Yes,20,Male,Part-time,No,1,1,1,0,0
402,3.26,15,Yes,No,24,Female,Full-time,Yes,1,0,0,1,1
403,3.77,8,No,No,23,Female,Full-time,No,0,0,0,1,0
404,3.6,8,Yes,No,23,Male,Full-time,Yes,1,0,1,1,1
405,2.1,4,Yes,No,22,Male,Part-time,Yes,1,0,1,0,1
406,2.68,14,No,No,24,Male,Full-time,No,0,0,1,1,0
407,2.43,12,No,No,20,Female,Full-time,No,0,0,0,1,0
408,2.03,13,Yes,No,21,Male,Full-time,Yes,1,0,1,1,1
409,2.04,15,Yes,Yes,27,Male,Full-time,No,1,1,1,1,0
410,2.84,6,No,No,20,Male,Part-time,No,0,0,1,0,0
411,2.58,9,Yes,No,43,Male,Full-time,No,1,0,1,1,0
412,3.93,16,No,No,19,Male,Full-time,Yes,0,0,1,1,1
413,2.87,13,No,No,25,Female,Part-time,No,0,0,0,0,0
414,3.88,17,No,No,24,Male,Part-time,Yes,0,0,1,0,1
415,2.62,16,No,Yes,22,Male,Full-time,No,0,1,1,1,0
416,3.04,12,Yes,No,22,Male,Full-time,Yes,1,0,1,1,1
417,3.26,15,Yes,No,20,Male,Full-time,Yes,1,0,1,1,1
418,3.77,6,No,No,19,Male,Part-time,No,0,0,1,0,0
419,3.6,13,Yes,No,19,Male,Full-time,Yes,1,0,1,1,1
420,2.1,13,No,No,18,Male,Full-time,Yes,0,0,1,1,1
421,2.68,13,Yes,Yes,19,Male,Full-time,No,1,1,1,1,0
422,2.43,9,Yes,Yes,20,Female,Full-time,No,1,1,0,1,0
423,2.03,16,Yes,Yes,19,Female,Full-time,No,1,1,0,1,0
424,2.04,18,No,No,19,Male,Full-time,No,0,0,1,1,0
425,2.84,12,No,No,20,Female,Full-time,Yes,0,0,0,1,1
426,2.58,11,No,No,20,Female,Full-time,No,0,0,0,1,0
427,3.93,14,No,No,19,Male,Full-time,Yes,0,0,1,1,1
428,2.87,13,No,No,20,Female,Full-time,Yes,0,0,0,1,1
429,3.88,14,No,Yes,20,Female,Full-time,No,0,1,0,1,0
430,2.62,10,No,No,19,Female,Full-time,No,0,0,0,1,0
431,3.04,12,No,Yes,20,Female,Full-time,No,0,1,0,1,0
432,4.0,18,Yes,No,36,Female,Full-time,No,1,0,0,1,0
433,2.47,12,Yes,No,20,Male,Full-time,No,1,0,1,1,0
434,2.48,12,No,No,19,Male,Full-time,No,0,0,1,1,0
435,3.15,7,Yes,No,19,Male,Part-time,No,1,0,1,0,0
436,3.06,13,No,No,20,Female,Full-time,No,0,0,0,1,0
437,2.61,15,No,No,19,Female,Part-time,No,0,0,0,0,0
438,2.91,15,No,No,20,Male,Full-time,No,0,0,1,1,0
439,3.49,15,No,No,20,Female,Full-time,No,0,0,0,1,0
440,3.45,11,No,No,18,Male,Full-time,No,0,0,1,1,0
441,2.93,18,Yes,Yes,18,Male,Full-time,No,1,1,1,1,0
442,2.22,11,Yes,No,24,Female,Full-time,No,1,0,0,1,0
443,2.51,16,Yes,Yes,26,Female,Full-time,No,1,1,0,1,0
444,3.71,12,No,No,30,Female,Full-time,Yes,0,0,0,1,1
445,2.11,18,No,No,35,Female,Full-time,Yes,0,0,0,1,1
446,2.87,11,No,No,26,Female,Full-time,No,0,0,0,1,0
447,2.64,18,Yes,Yes,20,Female,Full-time,No,1,1,0,1,0
448,3.04,12,No,No,33,Female,Full-time,No,0,0,0,1,0
449,2.54,16,No,Yes,32,Male,Full-time,No,0,1,1,1,0
450,2.57,9,No,No,23,Female,Full-time,Yes,0,0,0,1,1
451,3.85,6,No,No,20,Female,Part-time,No,0,0,0,0,0
452,2.53,16,Yes,No,21,Male,Full-time,No,1,0,1,1,0
453,3.29,18,No,No,20,Female,Full-time,No,0,0,0,1,0
454,3.12,14,Yes,No,20,Male,Full-time,Yes,1,0,1,1,1
455,2.98,17,Yes,No,21,Male,Full-time,No,1,0,1,1,0
456,3.27,12,No,Yes,21,Male,Part-time,No,0,1,1,0,0
457,2.73,13,No,No,21,Female,Full-time,No,0,0,0,1,0
458,2.71,18,No,Yes,19,Male,Full-time,No,0,1,1,1,0
459,2.29,11,No,No,18,Male,Full-time,No,0,0,1,1,0
460,2.34,14,Yes,No,33,Male,Full-time,No,1,0,1,1,0
461,3.47,6,No,No,18,Male,Part-time,No,0,0,1,0,0
462,2.62,5,No,No,19,Male,Part-time,No,0,0,1,0,0
463,2.62,12,No,No,18,Female,Full-time,No,0,0,0,1,0
464,2.64,16,No,No,21,Male,Full-time,No,0,0,1,1,0
465,2.14,7,No,No,19,Female,Part-time,No,0,0,0,0,0
466,3.06,8,No,No,18,Male,Full-time,No,0,0,1,1,0
467,2.83,17,Yes,Yes,20,Male,Full-time,No,1,1,1,1,0
468,3.35,7,No,No,19,Male,Part-time,No,0,0,1,0,0
469,3.33,8,No,No,20,Female,Full-time,Yes,0,0,0,1,1
470,2.16,18,Yes,Yes,20,Male,Part-time,No,1,1,1,0,0
471,2.41,8,Yes,Yes,19,Female,Full-time,No,1,1,0,1,0
472,2.51,10,Yes,No,18,Female,Full-time,Yes,1,0,0,1,1
473,2.86,9,No,No,19,Male,Full-time,No,0,0,1,1,0
474,3.12,16,No,No,19,Male,Full-time,No,0,0,1,1,0
475,3.38,7,No,No,20,Female,Part-time,No,0,0,0,0,0
476,2.82,9,No,Yes,18,Female,Full-time,No,0,1,0,1,0
477,3.04,12,No,No,19,Female,Full-time,No,0,0,0,1,0
478,3.62,7,No,No,27,Female,Part-time,No,0,0,0,0,0
479,2.74,13,Yes,No,24,Male,Full-time,Yes,1,0,1,1,1
480,3.02,12,No,No,28,Male,Part-time,No,0,0,1,0,0
481,2.56,15,No,Yes,27,Male,Full-time,No,0,1,1,1,0
482,3.48,11,No,No,24,Male,Full-time,No,0,0,1,1,0
483,2.64,17,Yes,Yes,29,Male,Full-time,Yes,1,1,1,1,1
484,2.63,10,No,No,34,Male,Full-time,No,0,0,1,1,0
485,2.11,8,Yes,No,26,Male,Full-time,No,1,0,1,1,0
486,3.03,16,Yes,Yes,31,Female,Full-time,No,1,1,0,1,0
487,2.33,8,Yes,No,32,Female,Full-time,Yes,1,0,0,1,1
488,1.93,16,Yes,Yes,19,Male,Full-time,Yes,1,1,1,1,1
489,2.94,18,No,No,19,Male,Full-time,No,0,0,1,1,0
490,3.81,18,No,No,19,Female,Full-time,No,0,0,0,1,0
491,3.54,12,No,No,19,Male,Full-time,No,0,0,1,1,0
492,2.58,13,Yes,No,36,Male,Full-time,No,1,0,1,1,0
493,2.79,12,No,Yes,20,Female,Full-time,No,0,1,0,1,0
494,2.75,17,No,Yes,19,Female,Full-time,No,0,1,0,1,0
495,2.53,13,No,No,18,Female,Full-time,No,0,0,0,1,0
496,3.08,11,Yes,Yes,18,Male,Full-time,Yes,1,1,1,1,1
497,2.78,14,Yes,Yes,18,Female,Full-time,No,1,1,0,1,0
498,3.23,15,No,Yes,18,Female,Full-time,Yes,0,1,0,1,1
499,3.17,10,No,Yes,29,Female,Part-time,No,0,1,0,0,0
500,2.48,12,No,No,20,Male,Part-time,No,0,0,1,0,0
501,3.27,10,Yes,No,18,Female,Full-time,Yes,1,0,0,1,1
502,2.57,12,Yes,No,19,Female,Full-time,Yes,1,0,0,1,1
503,3.64,13,Yes,No,19,Female,Full-time,Yes,1,0,0,1,1
504,3.03,14,No,No,20,Male,Full-time,No,0,0,1,1,0
505,2.77,13,No,No,20,Female,Full-time,No,0,0,0,1,0
506,2.85,15,No,No,18,Male,Full-time,No,0,0,1,1,0
507,2.91,17,Yes,No,18,Female,Full-time,Yes,1,0,0,1,1
508,2.93,9,Yes,No,18,Female,Full-time,Yes,1,0,0,1,1
509,3.17,12,Yes,No,20,Male,Full-time,Yes,1,0,1,1,1
510,3.45,9,No,No,20,Female,Full-time,No,0,0,0,1,0
511,2.64,16,No,No,18,Female,Full-time,No,0,0,0,1,0
512,3.02,18,Yes,No,20,Female,Full-time,Yes,1,0,0,1,1
513,2.91,16,Yes,No,20,Female,Full-time,Yes,1,0,0,1,1
514,2.31,17,No,No,20,Male,Full-time,No,0,0,1,1,0
515,2.7,15,Yes,No,20,Male,Full-time,Yes,1,0,1,1,1
516,3.24,6,No,No,18,Female,Part-time,No,0,0,0,0,0
517,3.08,13,No,No,18,Male,Full-time,No,0,0,1,1,0
518,3.12,13,No,No,19,Male,Full-time,No,0,0,1,1,0
519,2.59,13,Yes,Yes,18,Male,Full-time,No,1,1,1,1,0
520,2.86,9,Yes,Yes,20,Male,Full-time,No,1,1,1,1,0
521,2.72,16,No,No,29,Male,Full-time,No,0,0,1,1,0
522,3.78,8,No,No,18,Male,Full-time,No,0,0,1,1,0
523,3.4,12,No,No,20,Male,Full-time,No,0,0,1,1,0
524,3.46,11,No,No,19,Male,Part-time,No,0,0,1,0,0
525,2.77,14,Yes,No,19,Male,Full-time,Yes,1,0,1,1,1
526,2.11,13,No,No,20,Female,Full-time,No,0,0,0,1,0
527,2.86,14,Yes,No,19,Male,Full-time,Yes,1,0,1,1,1
528,2.33,10,No,No,18,Male,Full-time,Yes,0,0,1,1,1
529,3.64,12,Yes,Yes,19,Male,Full-time,Yes,1,1,1,1,1
530,3.07,14,No,No,18,Female,Full-time,No,0,0,0,1,0
531,3.23,12,No,No,20,Female,Full-time,No,0,0,0,1,0
532,2.63,12,No,No,18,Female,Full-time,No,0,0,0,1,0
533,2.41,7,No,No,19,Female,Part-time,No,0,0,0,0,0
534,3.58,13,No,No,20,Male,Full-time,No,0,0,1,1,0
535,3.42,5,No,No,20,Male,Part-time,No,0,0,1,0,0
536,2.69,15,Yes,No,20,Female,Full-time,Yes,1,0,0,1,1
537,2.99,11,No,No,19,Female,Full-time,Yes,0,0,0,1,1
538,2.79,11,Yes,No,20,Female,Full-time,Yes,1,0,0,1,1
539,2.83,9,Yes,No,19,Male,Full-time,No,1,0,1,1,0
540,3.64,11,No,No,19,Female,Full-time,No,0,0,0,1,0
541,2.75,6,Yes,No,20,Male,Part-time,Yes,1,0,1,0,1
542,2.11,12,No,No,19,Female,Full-time,Yes,0,0,0,1,1
543,2.65,18,No,No,20,Female,Full-time,No,0,0,0,1,0
544,3.58,11,No,No,19,Female,Full-time,No,0,0,0,1,0
545,3.47,18,No,No,22,Male,Part-time,No,0,0,1,0,0
546,3.68,12,No,No,33,Female,Part-time,Yes,0,0,0,0,1
547,3.7,16,Yes,Yes,35,Female,Part-time,No,1,1,0,0,0
548,3.19,9,No,Yes,28,Male,Full-time,No,0,1,1,1,0
549,2.87,6,Yes,No,32,Male,Part-time,No,1,0,1,0,0
550,3.61,16,No,Yes,25,Male,Full-time,No,0,1,1,1,0
551,3.2,18,Yes,No,27,Female,Full-time,Yes,1,0,0,1,1
552,2.88,14,No,No,27,Male,Full-time,No,0,0,1,1,0
553,2.79,17,No,Yes,38,Male,Full-time,Yes,0,1,1,1,1
554,3.19,12,Yes,No,28,Female,Full-time,No,1,0,0,1,0
555,2.66,13,Yes,No,38,Male,Full-time,Yes,1,0,1,1,1
556,2.19,8,Yes,No,32,Male,Full-time,Yes,1,0,1,1,1
557,2.13,11,Yes,No,22,Female,Full-time,Yes,1,0,0,1,1
558,3.15,14,Yes,No,35,Male,Part-time,Yes,1,0,1,0,1
559,2.41,6,Yes,Yes,37,Female,Part-time,No,1,1,0,0,0
560,2.84,5,Yes,No,29,Male,Part-time,Yes,1,0,1,0,1
561,2.85,12,No,No,27,Male,Full-time,No,0,0,1,1,0
562,3.03,16,Yes,No,35,Male,Full-time,Yes,1,0,1,1,1
563,3.17,7,Yes,No,34,Male,Part-time,Yes,1,0,1,0,1
564,2.57,8,Yes,No,19,Female,Full-time,Yes,1,0,0,1,1
565,3.01,7,No,No,19,Female,Part-time,No,0,0,0,0,0
566,3.01,7,No,No,18,Female,Part-time,No,0,0,0,0,0
567,2.81,18,No,No,20,Male,Part-time,No,0,0,1,0,0
568,2.82,6,Yes,No,19,Male,Part-time,Yes,1,0,1,0,1
569,3.02,13,Yes,No,18,Female,Full-time,Yes,1,0,0,1,1
570,2.46,9,Yes,No,18,Male,Full-time,Yes,1,0,1,1,1
571,2.63,7,Yes,No,20,Female,Part-time,Yes,1,0,0,0,1
572,2.96,8,Yes,No,19,Male,Full-time,No,1,0,1,1,0
573,2.57,7,Yes,No,19,Female,Part-time,No,1,0,0,0,0
574,2.24,14,Yes,No,18,Male,Full-time,Yes,1,0,1,1,1
575,2.62,17,Yes,Yes,20,Female,Full-time,No,1,1,0,1,0
576,3.59,14,No,No,19,Male,Full-time,No,0,0,1,1,0
577,3.53,16,No,No,30,Female,Full-time,No,0,0,0,1,0
578,3.8,13,Yes,No,18,Female,Full-time,Yes,1,0,0,1,1
579,3.07,15,No,No,19,Female,Full-time,Yes,0,0,0,1,1
580,2.94,6,No,No,19,Male,Part-time,No,0,0,1,0,0
581,3.68,13,Yes,No,18,Male,Full-time,Yes,1,0,1,1,1
582,2.55,16,No,No,19,Female,Full-time,Yes,0,0,0,1,1
583,3.4,17,Yes,No,20,Female,Full-time,Yes,1,0,0,1,1
584,3.43,14,No,No,18,Male,Full-time,No,0,0,1,1,0
585,2.71,10,No,No,20,Female,Full-time,No,0,0,0,1,0
586,2.21,18,Yes,Yes,19,Male,Part-time,No,1,1,1,0,0
587,3.33,18,Yes,No,19,Female,Full-time,Yes,1,0,0,1,1
588,2.96,5,Yes,No,19,Male,Part-time,Yes,1,0,1,0,1
589,3.1,16,No,No,19,Male,Full-time,No,0,0,1,1,0
590,3.88,16,No,No,20,Male,Full-time,No,0,0,1,1,0
591,3.6,9,Yes,No,19,Male,Part-time,Yes,1,0,1,0,1
592,3.76,11,Yes,No,18,Male,Full-time,Yes,1,0,1,1,1
593,3.03,12,No,No,18,Male,Full-time,No,0,0,1,1,0
594,3.56,17,Yes,No,18,Male,Full-time,Yes,1,0,1,1,1
595,3.96,16,Yes,No,20,Male,Full-time,Yes,1,0,1,1,1
596,3.07,10,Yes,No,18,Female,Full-time,Yes,1,0,0,1,1
597,3.21,9,Yes,No,20,Male,Full-time,Yes,1,0,1,1,1
598,3.32,16,No,No,20,Female,Full-time,No,0,0,0,1,0
599,3.06,9,No,No,18,Female,Full-time,No,0,0,0,1,0
600,2.69,18,Yes,Yes,18,Female,Full-time,No,1,1,0,1,0
